Document ID,text_size,Size Classification (Range),Size Classification (Thirds),File Type
8297,710.81,Small,Mid,pdf
8298,223.62,Small,Lower,excel
8299,11984.97,Medium,Lower,excel
8300,968.13,Small,Mid,pdf
8301,783.94,Small,Mid,pdf
8302,1510297.62,Large,Lower,pdf
8303,17416.79,Medium,Mid,excel
8304,819.09,Small,Mid,excel
8305,268.39,Small,Lower,pdf
8306,13363.31,Medium,Lower,pdf
8307,26187.20,Medium,Mid,excel
8308,695.01,Small,Mid,excel
8309,3161229.27,Large,Mid,pdf
8310,2641.61,Medium,Lower,excel
8311,239.51,Small,Lower,excel
8312,6392.58,Medium,Lower,excel
8313,977.79,Small,Mid,pdf
8314,632.59,Small,Mid,pdf
8315,8065.42,Medium,Lower,excel
8316,625.02,Small,Mid,pdf
8317,542.09,Small,Mid,excel
8318,501.04,Small,Mid,excel
8319,245.94,Small,Lower,pdf
8320,263.28,Small,Lower,excel
8321,26975.86,Medium,Mid,excel
8322,575.85,Small,Mid,pdf
8323,599.56,Small,Mid,excel
8324,118.36,Small,Lower,pdf
8325,796.66,Small,Mid,excel
8326,753.92,Small,Mid,excel
8327,4487970.51,Large,Mid,excel
8328,931.45,Small,Mid,pdf
8329,431.93,Small,Lower,excel
8330,713.11,Small,Mid,excel
8331,773.49,Small,Mid,excel
8332,822.32,Small,Mid,excel
8333,197.47,Small,Lower,excel
8334,11923.02,Medium,Lower,pdf
8335,827.87,Small,Mid,excel
8336,4112575.05,Large,Mid,pdf
8337,24288.73,Medium,Mid,pdf
8338,780.21,Small,Mid,excel
8339,5241.04,Medium,Lower,pdf
8340,659.38,Small,Mid,excel
8341,18389.03,Medium,Mid,pdf
8342,27386.92,Medium,Mid,pdf
8343,3148.35,Medium,Lower,excel
8344,726.51,Small,Mid,pdf
8345,28756.41,Medium,Mid,excel
8346,16974.02,Medium,Mid,excel
8347,955.83,Small,Mid,pdf
8348,671.39,Small,Mid,excel
8349,25765.17,Medium,Mid,pdf
8350,931.90,Small,Mid,excel
8351,785668.15,Large,Lower,excel
8352,873.85,Small,Mid,pdf
8353,286.64,Small,Lower,excel
8354,17318.55,Medium,Mid,excel
8355,21865.44,Medium,Mid,excel
8356,653.92,Small,Mid,excel
8357,994.82,Small,Mid,pdf
8358,21859.95,Medium,Mid,pdf
8359,2926005.97,Large,Mid,excel
8360,26456.25,Medium,Mid,excel
8361,26241.59,Medium,Mid,excel
8362,25.28,Small,Lower,doc
8363,3334294.01,Large,Mid,excel
8364,9131.48,Medium,Lower,excel
8365,700.92,Small,Mid,pdf
8366,16644.61,Medium,Mid,excel
8367,554201.49,Large,Lower,excel
8368,22.50,Small,Lower,doc
8369,4515521.80,Large,Mid,pdf
8370,165.51,Small,Lower,pdf
8371,1843.20,Medium,Lower,pdf
8372,17257.48,Medium,Mid,excel
8373,18510.25,Medium,Mid,pdf
8374,939833.37,Large,Lower,excel
8375,15469.27,Medium,Lower,pdf
8376,18692.45,Medium,Mid,pdf
8377,4158471.48,Large,Mid,pdf
8378,238.55,Small,Lower,excel
8379,428.09,Small,Lower,excel
8380,109052.94,Large,Lower,excel
8381,5755.01,Medium,Lower,excel
8382,7484.05,Medium,Lower,pdf
8383,989.10,Small,Mid,pdf
8384,3647.84,Medium,Lower,excel
8385,27733.07,Medium,Mid,pdf
8386,809.97,Small,Mid,excel
8387,454.04,Small,Lower,pdf
8388,881.07,Small,Mid,excel
8389,439.25,Small,Lower,pdf
8390,26.37,Small,Lower,msg
8391,646.36,Small,Mid,pdf
8392,830.77,Small,Mid,pdf
8393,371.03,Small,Lower,excel
8394,879.81,Small,Mid,pdf
8395,949.54,Small,Mid,pdf
8396,113.39,Small,Lower,pdf
8397,444.04,Small,Lower,excel
8398,1627020.75,Large,Lower,excel
8399,605.23,Small,Mid,pdf
8400,542.83,Small,Mid,pdf
8401,489.50,Small,Lower,excel
8402,842.52,Small,Mid,excel
8403,931.42,Small,Mid,pdf
8404,192.41,Small,Lower,excel
8405,601.38,Small,Mid,pdf
8406,940.82,Small,Mid,pdf
8407,1049.10,Medium,Lower,pdf
8408,122.13,Small,Lower,pdf
8409,29806.19,Medium,Mid,pdf
8410,611.72,Small,Mid,pdf
8411,836.20,Small,Mid,excel
8412,28088.16,Medium,Mid,excel
8413,23465.58,Medium,Mid,pdf
8414,491.82,Small,Lower,pdf
8415,1593.64,Medium,Lower,excel
8416,7053.01,Medium,Lower,excel
8417,4.08,Small,Lower,doc
8418,229.88,Small,Lower,pdf
8419,523.14,Small,Mid,excel
8420,498.18,Small,Lower,pdf
8421,58.82,Small,Lower,doc
8422,29.92,Small,Lower,doc
8423,700.90,Small,Mid,pdf
8424,6213.81,Medium,Lower,excel
8425,893.68,Small,Mid,pdf
8426,377.92,Small,Lower,pdf
8427,548.47,Small,Mid,pdf
8428,1031152.62,Large,Lower,excel
8429,285.55,Small,Lower,excel
8430,150.80,Small,Lower,pdf
8431,327.35,Small,Lower,excel
8432,768.40,Small,Mid,pdf
8433,24135.50,Medium,Mid,pdf
8434,29503.04,Medium,Mid,excel
8435,918.86,Small,Mid,excel
8436,9186.28,Medium,Lower,pdf
8437,174.92,Small,Lower,pdf
8438,694.69,Small,Mid,pdf
8439,839.56,Small,Mid,excel
8440,919.63,Small,Mid,excel
8441,103.44,Small,Lower,excel
8442,21346.48,Medium,Mid,excel
8443,1477651.26,Large,Lower,pdf
8444,28653.97,Medium,Mid,pdf
8445,27743.10,Medium,Mid,pdf
8446,18032.26,Medium,Mid,excel
8447,15639.96,Medium,Mid,pdf
8448,407.93,Small,Lower,excel
8449,521.72,Small,Mid,pdf
8450,185.79,Small,Lower,pdf
8451,268.75,Small,Lower,excel
8452,872.08,Small,Mid,pdf
8453,628.55,Small,Mid,excel
8454,6560.98,Medium,Lower,excel
8455,29830.02,Medium,Mid,excel
8456,6702.82,Medium,Lower,pdf
8457,399.78,Small,Lower,excel
8458,13481.26,Medium,Lower,pdf
8459,461.23,Small,Lower,pdf
8460,20664.51,Medium,Mid,excel
8461,705932.64,Large,Lower,pdf
8462,964.28,Small,Mid,excel
8463,167.94,Small,Lower,pdf
8464,28300.89,Medium,Mid,pdf
8465,13976.24,Medium,Lower,excel
8466,8407.08,Medium,Lower,excel
8467,601.05,Small,Mid,excel
8468,517.17,Small,Mid,excel
8469,910.27,Small,Mid,excel
8470,853.06,Small,Mid,excel
8471,552.63,Small,Mid,excel
8472,145.67,Small,Lower,pdf
8473,22191.22,Medium,Mid,excel
8474,2398063.42,Large,Lower,pdf
8475,515.43,Small,Mid,pdf
8476,13.30,Small,Lower,doc
8477,594.78,Small,Mid,pdf
8478,848.23,Small,Mid,excel
8479,26788.27,Medium,Mid,excel
8480,115.13,Small,Lower,excel
8481,10088.15,Medium,Lower,excel
8482,778.91,Small,Mid,excel
8483,162.62,Small,Lower,pdf
8484,582.96,Small,Mid,excel
8485,916.35,Small,Mid,excel
8486,353.64,Small,Lower,excel
8487,457.20,Small,Lower,pdf
8488,610.08,Small,Mid,pdf
8489,722.19,Small,Mid,pdf
8490,20539.48,Medium,Mid,excel
8491,108.36,Small,Lower,excel
8492,1815.04,Medium,Lower,pdf
8493,15204.59,Medium,Lower,excel
8494,3641384.90,Large,Mid,pdf
8495,57.23,Small,Lower,msg
8496,10200.72,Medium,Lower,excel
8497,542.16,Small,Mid,excel
8498,1034012.16,Large,Lower,excel
8499,668.00,Small,Mid,excel
8500,707.28,Small,Mid,pdf
8501,175.52,Small,Lower,pdf
8502,191.73,Small,Lower,excel
8503,183.96,Small,Lower,excel
8504,2504.19,Medium,Lower,excel
8505,821.84,Small,Mid,pdf
8506,2313.23,Medium,Lower,pdf
8507,96105.05,Large,Lower,excel
8508,3988.18,Medium,Lower,excel
8509,627.05,Small,Mid,pdf
8510,3179.93,Medium,Lower,pdf
8511,11951.40,Medium,Lower,pdf
8512,516.84,Small,Mid,excel
8513,178.47,Small,Lower,pdf
8514,362.18,Small,Lower,excel
8515,391.41,Small,Lower,pdf
8516,23087.63,Medium,Mid,pdf
8517,614.79,Small,Mid,pdf
8518,826.46,Small,Mid,excel
8519,663.27,Small,Mid,pdf
8520,23.96,Small,Lower,msg
8521,159.47,Small,Lower,excel
8522,4330.75,Medium,Lower,excel
8523,967.60,Small,Mid,excel
8524,17816.47,Medium,Mid,pdf
8525,920.55,Small,Mid,pdf
8526,515.97,Small,Mid,excel
8527,886.19,Small,Mid,excel
8528,809.63,Small,Mid,pdf
8529,584.39,Small,Mid,pdf
8530,385.66,Small,Lower,excel
8531,2423461.64,Large,Lower,pdf
8532,556.66,Small,Mid,pdf
8533,2161.84,Medium,Lower,pdf
8534,19381.47,Medium,Mid,pdf
8535,21758.85,Medium,Mid,excel
8536,25055.44,Medium,Mid,excel
8537,2070.86,Medium,Lower,pdf
8538,406.32,Small,Lower,pdf
8539,2101649.81,Large,Lower,pdf
8540,28210.86,Medium,Mid,excel
8541,317.23,Small,Lower,pdf
8542,259.24,Small,Lower,excel
8543,575.72,Small,Mid,excel
8544,1163.72,Medium,Lower,pdf
8545,96.10,Small,Lower,doc
8546,2745006.04,Large,Mid,pdf
8547,430.70,Small,Lower,excel
8548,54.38,Small,Lower,msg
8549,195.67,Small,Lower,excel
8550,589.00,Small,Mid,pdf
8551,142.24,Small,Lower,excel
8552,976.95,Small,Mid,excel
8553,806.68,Small,Mid,excel
8554,218.23,Small,Lower,excel
8555,703.65,Small,Mid,pdf
8556,516.62,Small,Mid,excel
8557,177.94,Small,Lower,pdf
8558,2383641.35,Large,Lower,pdf
8559,831.30,Small,Mid,pdf
8560,31.35,Small,Lower,msg
8561,955.70,Small,Mid,excel
8562,5146.74,Medium,Lower,pdf
8563,981.26,Small,Mid,pdf
8564,279.65,Small,Lower,pdf
8565,1151.83,Medium,Lower,pdf
8566,690.90,Small,Mid,pdf
8567,322.84,Small,Lower,pdf
8568,323.80,Small,Lower,excel
8569,9890.48,Medium,Lower,pdf
8570,225.98,Small,Lower,pdf
8571,355.86,Small,Lower,excel
8572,442.16,Small,Lower,pdf
8573,227.12,Small,Lower,pdf
8574,163.19,Small,Lower,excel
8575,28305.41,Medium,Mid,excel
8576,702.51,Small,Mid,excel
8577,853.29,Small,Mid,pdf
8578,12965.09,Medium,Lower,excel
8579,11.05,Small,Lower,msg
8580,415.68,Small,Lower,excel
8581,20028.97,Medium,Mid,excel
8582,303.16,Small,Lower,excel
8583,28922.75,Medium,Mid,pdf
8584,266.40,Small,Lower,excel
8585,326.71,Small,Lower,pdf
8586,843.34,Small,Mid,excel
8587,93.80,Small,Lower,msg
8588,595.12,Small,Mid,excel
8589,23037.85,Medium,Mid,pdf
8590,26575.37,Medium,Mid,pdf
8591,2652.15,Medium,Lower,excel
8592,4029100.67,Large,Mid,excel
8593,976.93,Small,Mid,excel
8594,13250.43,Medium,Lower,pdf
8595,920.18,Small,Mid,pdf
8596,630.36,Small,Mid,excel
8597,323.42,Small,Lower,pdf
8598,630.24,Small,Mid,pdf
8599,617870.93,Large,Lower,pdf
8600,82.87,Small,Lower,msg
8601,423.33,Small,Lower,pdf
8602,14953.55,Medium,Lower,excel
8603,374.17,Small,Lower,excel
8604,19732.84,Medium,Mid,pdf
8605,29.40,Small,Lower,msg
8606,408.04,Small,Lower,pdf
8607,1300923.93,Large,Lower,pdf
8608,544.13,Small,Mid,pdf
8609,582.88,Small,Mid,excel
8610,601.72,Small,Mid,pdf
8611,23261.44,Medium,Mid,excel
8612,592.19,Small,Mid,excel
8613,12635.69,Medium,Lower,pdf
8614,120.36,Small,Lower,pdf
8615,1781.31,Medium,Lower,excel
8616,845.09,Small,Mid,pdf
8617,446.87,Small,Lower,pdf
8618,689.25,Small,Mid,excel
8619,3445.04,Medium,Lower,excel
8620,416.01,Small,Lower,pdf
8621,838.74,Small,Mid,pdf
8622,28680.05,Medium,Mid,excel
8623,10451.38,Medium,Lower,pdf
8624,29628.44,Medium,Mid,pdf
8625,316.01,Small,Lower,pdf
8626,4672996.28,Large,Mid,excel
8627,23488.07,Medium,Mid,pdf
8628,109.10,Small,Lower,excel
8629,659.40,Small,Mid,pdf
8630,16613.78,Medium,Mid,pdf
8631,11253.45,Medium,Lower,pdf
8632,211047.87,Large,Lower,pdf
8633,14525.86,Medium,Lower,pdf
8634,222.43,Small,Lower,excel
8635,742.54,Small,Mid,pdf
8636,633.28,Small,Mid,pdf
8637,20335.60,Medium,Mid,excel
8638,17843.79,Medium,Mid,excel
8639,608.79,Small,Mid,excel
8640,25462.09,Medium,Mid,pdf
8641,737.41,Small,Mid,pdf
8642,270.54,Small,Lower,pdf
8643,928.14,Small,Mid,pdf
8644,28320.98,Medium,Mid,pdf
8645,25908.40,Medium,Mid,excel
8646,165319.29,Large,Lower,pdf
8647,5932.14,Medium,Lower,excel
8648,688.79,Small,Mid,excel
8649,223.00,Small,Lower,excel
8650,4282.83,Medium,Lower,excel
8651,265261.47,Large,Lower,excel
8652,608.93,Small,Mid,excel
8653,20429.39,Medium,Mid,pdf
8654,799.81,Small,Mid,excel
8655,156.54,Small,Lower,pdf
8656,28401.94,Medium,Mid,pdf
8657,9935.00,Medium,Lower,excel
8658,703.04,Small,Mid,excel
8659,125.34,Small,Lower,excel
8660,3729633.62,Large,Mid,pdf
8661,23213.82,Medium,Mid,excel
8662,3059779.13,Large,Mid,excel
8663,1498619.95,Large,Lower,pdf
8664,761.96,Small,Mid,pdf
8665,543.99,Small,Mid,excel
8666,16681.47,Medium,Mid,excel
8667,852.33,Small,Mid,excel
8668,12338.70,Medium,Lower,excel
8669,25513.35,Medium,Mid,pdf
8670,954.36,Small,Mid,excel
8671,558.25,Small,Mid,excel
8672,433.92,Small,Lower,pdf
8673,4659630.07,Large,Mid,pdf
8674,345.13,Small,Lower,pdf
8675,230.81,Small,Lower,pdf
8676,16.82,Small,Lower,msg
8677,11341.27,Medium,Lower,pdf
8678,20299.29,Medium,Mid,pdf
8679,229.88,Small,Lower,pdf
8680,562.35,Small,Mid,pdf
8681,728.76,Small,Mid,pdf
8682,662.69,Small,Mid,pdf
8683,305.97,Small,Lower,pdf
8684,2739840.39,Large,Mid,excel
8685,617.20,Small,Mid,excel
8686,24375.61,Medium,Mid,excel
8687,452.34,Small,Lower,excel
8688,917.82,Small,Mid,pdf
8689,662.58,Small,Mid,pdf
8690,9796.07,Medium,Lower,excel
8691,532.87,Small,Mid,pdf
8692,524.61,Small,Mid,excel
8693,20629.97,Medium,Mid,pdf
8694,393.67,Small,Lower,pdf
8695,37.10,Small,Lower,msg
8696,12202.45,Medium,Lower,pdf
8697,14622.81,Medium,Lower,pdf
8698,887.79,Small,Mid,excel
8699,792.35,Small,Mid,pdf
8700,13724.13,Medium,Lower,excel
8701,553.96,Small,Mid,excel
8702,505.47,Small,Mid,pdf
8703,3392.87,Medium,Lower,pdf
8704,254.59,Small,Lower,excel
8705,8537.42,Medium,Lower,excel
8706,6671.82,Medium,Lower,pdf
8707,15380.09,Medium,Lower,pdf
8708,13747.72,Medium,Lower,excel
8709,792.69,Small,Mid,pdf
8710,809.97,Small,Mid,pdf
8711,240.41,Small,Lower,excel
8712,25041.41,Medium,Mid,excel
8713,653.51,Small,Mid,pdf
8714,133.71,Small,Lower,excel
8715,25929.67,Medium,Mid,excel
8716,61.73,Small,Lower,msg
8717,636.41,Small,Mid,excel
8718,273.66,Small,Lower,pdf
8719,6359.93,Medium,Lower,pdf
8720,128.65,Small,Lower,pdf
8721,755.60,Small,Mid,excel
8722,10140.51,Medium,Lower,pdf
8723,20410.71,Medium,Mid,excel
8724,894.27,Small,Mid,excel
8725,129.07,Small,Lower,pdf
8726,860.04,Small,Mid,pdf
8727,182.89,Small,Lower,pdf
8728,573959.71,Large,Lower,pdf
8729,991.68,Small,Mid,pdf
8730,21350.30,Medium,Mid,excel
8731,11219.94,Medium,Lower,excel
8732,448.16,Small,Lower,pdf
8733,195.35,Small,Lower,excel
8734,25417.94,Medium,Mid,pdf
8735,28883.29,Medium,Mid,excel
8736,1802.72,Medium,Lower,pdf
8737,352409.94,Large,Lower,pdf
8738,848.28,Small,Mid,pdf
8739,288.70,Small,Lower,excel
8740,631.04,Small,Mid,excel
8741,796.32,Small,Mid,excel
8742,978.32,Small,Mid,pdf
8743,26243.05,Medium,Mid,pdf
8744,255.30,Small,Lower,pdf
8745,16340.20,Medium,Mid,pdf
8746,850.39,Small,Mid,excel
8747,989.89,Small,Mid,excel
8748,9816.46,Medium,Lower,pdf
8749,442.07,Small,Lower,excel
8750,67.99,Small,Lower,doc
8751,747.93,Small,Mid,pdf
8752,535.13,Small,Mid,pdf
8753,387.77,Small,Lower,pdf
8754,57.70,Small,Lower,doc
8755,876.94,Small,Mid,excel
8756,4525.32,Medium,Lower,pdf
8757,417.75,Small,Lower,excel
8758,14795.32,Medium,Lower,pdf
8759,537.39,Small,Mid,excel
8760,11569.54,Medium,Lower,excel
8761,7120.33,Medium,Lower,pdf
8762,28989.80,Medium,Mid,pdf
8763,515.09,Small,Mid,excel
8764,284.26,Small,Lower,pdf
8765,1296319.15,Large,Lower,pdf
8766,1550591.06,Large,Lower,excel
8767,605.35,Small,Mid,excel
8768,177.48,Small,Lower,excel
8769,16691.57,Medium,Mid,pdf
8770,17345.54,Medium,Mid,pdf
8771,744.28,Small,Mid,pdf
8772,892.73,Small,Mid,excel
8773,83.19,Small,Lower,doc
8774,17862.86,Medium,Mid,pdf
8775,322.70,Small,Lower,excel
8776,328.86,Small,Lower,pdf
8777,718.55,Small,Mid,pdf
8778,43.24,Small,Lower,msg
8779,8573.73,Medium,Lower,pdf
8780,20224.06,Medium,Mid,pdf
8781,21005.40,Medium,Mid,pdf
8782,12515.04,Medium,Lower,excel
8783,18563.61,Medium,Mid,excel
8784,785.52,Small,Mid,pdf
8785,346.77,Small,Lower,pdf
8786,807.34,Small,Mid,pdf
8787,968.60,Small,Mid,excel
8788,19960.57,Medium,Mid,pdf
8789,826.97,Small,Mid,excel
8790,362.39,Small,Lower,pdf
8791,861.81,Small,Mid,pdf
8792,170.40,Small,Lower,pdf
8793,12.36,Small,Lower,msg
8794,25874.92,Medium,Mid,pdf
8795,249.18,Small,Lower,pdf
8796,11610.11,Medium,Lower,excel
8797,28861.36,Medium,Mid,excel
8798,21275.15,Medium,Mid,excel
8799,625.19,Small,Mid,pdf
8800,761.92,Small,Mid,pdf
8801,18049.56,Medium,Mid,pdf
8802,1622.79,Medium,Lower,excel
8803,9.76,Small,Lower,doc
8804,218.66,Small,Lower,excel
8805,10567.88,Medium,Lower,excel
8806,510.39,Small,Mid,excel
8807,422.99,Small,Lower,excel
8808,425.06,Small,Lower,pdf
8809,183.13,Small,Lower,excel
8810,15955.03,Medium,Mid,excel
8811,203.57,Small,Lower,pdf
8812,23254.28,Medium,Mid,excel
8813,8289.96,Medium,Lower,excel
8814,16637.02,Medium,Mid,pdf
8815,227.22,Small,Lower,pdf
8816,120.95,Small,Lower,pdf
8817,28131.22,Medium,Mid,excel
8818,2980065.75,Large,Mid,pdf
8819,374.75,Small,Lower,pdf
8820,139.46,Small,Lower,excel
8821,28965.84,Medium,Mid,pdf
8822,417.79,Small,Lower,excel
8823,882.28,Small,Mid,excel
8824,866.18,Small,Mid,pdf
8825,561.63,Small,Mid,pdf
8826,2446956.72,Large,Lower,excel
8827,56.08,Small,Lower,doc
8828,926.59,Small,Mid,excel
8829,23163.91,Medium,Mid,excel
8830,297.49,Small,Lower,pdf
8831,927.97,Small,Mid,excel
8832,337.74,Small,Lower,excel
8833,19219.13,Medium,Mid,excel
8834,951.32,Small,Mid,excel
8835,627.00,Small,Mid,excel
8836,6128.94,Medium,Lower,excel
8837,24049.16,Medium,Mid,pdf
8838,27776.43,Medium,Mid,excel
8839,383.20,Small,Lower,pdf
8840,549.30,Small,Mid,pdf
8841,300.53,Small,Lower,pdf
8842,747.35,Small,Mid,excel
8843,14430.56,Medium,Lower,excel
8844,244.93,Small,Lower,pdf
8845,942.49,Small,Mid,pdf
8846,17553.20,Medium,Mid,excel
8847,311.22,Small,Lower,excel
8848,475.05,Small,Lower,pdf
8849,929.78,Small,Mid,excel
8850,728.66,Small,Mid,pdf
8851,11252.60,Medium,Lower,pdf
8852,938.53,Small,Mid,excel
8853,213.00,Small,Lower,excel
8854,854.48,Small,Mid,excel
8855,2.98,Small,Lower,msg
8856,145.98,Small,Lower,excel
8857,4.34,Small,Lower,doc
8858,710.24,Small,Mid,pdf
8859,749.44,Small,Mid,excel
8860,24354.77,Medium,Mid,pdf
8861,934.95,Small,Mid,excel
8862,1234.73,Medium,Lower,excel
8863,606.49,Small,Mid,excel
8864,187.40,Small,Lower,excel
8865,531.78,Small,Mid,excel
8866,98.02,Small,Lower,doc
8867,703.61,Small,Mid,excel
8868,123.62,Small,Lower,excel
8869,681.24,Small,Mid,excel
8870,3024161.24,Large,Mid,excel
8871,641.74,Small,Mid,excel
8872,497.86,Small,Lower,excel
8873,31.18,Small,Lower,doc
8874,208.68,Small,Lower,excel
8875,4371301.05,Large,Mid,excel
8876,4898405.21,Large,Mid,pdf
8877,26130.81,Medium,Mid,excel
8878,349.46,Small,Lower,excel
8879,3697.35,Medium,Lower,excel
8880,235.53,Small,Lower,excel
8881,809.36,Small,Mid,excel
8882,1268493.44,Large,Lower,pdf
8883,9340.64,Medium,Lower,excel
8884,230.80,Small,Lower,pdf
8885,28.08,Small,Lower,msg
8886,132.07,Small,Lower,pdf
8887,10176.61,Medium,Lower,pdf
8888,423.51,Small,Lower,pdf
8889,5070.33,Medium,Lower,excel
8890,10517.61,Medium,Lower,pdf
8891,42.66,Small,Lower,doc
8892,482.02,Small,Lower,pdf
8893,828.87,Small,Mid,excel
8894,24915.97,Medium,Mid,excel
8895,783.94,Small,Mid,excel
8896,498.59,Small,Lower,pdf
8897,1956750.15,Large,Lower,pdf
8898,75.45,Small,Lower,msg
8899,324.89,Small,Lower,excel
8900,980.28,Small,Mid,pdf
8901,479.69,Small,Lower,pdf
8902,560.30,Small,Mid,pdf
8903,862.17,Small,Mid,pdf
8904,214.83,Small,Lower,excel
8905,2612.49,Medium,Lower,pdf
8906,368.96,Small,Lower,pdf
8907,14032.96,Medium,Lower,pdf
8908,25060.64,Medium,Mid,excel
8909,200.01,Small,Lower,excel
8910,101.01,Small,Lower,pdf
8911,6682.37,Medium,Lower,excel
8912,287.30,Small,Lower,excel
8913,858.60,Small,Mid,excel
8914,880.35,Small,Mid,pdf
8915,153.21,Small,Lower,pdf
8916,2947903.16,Large,Mid,pdf
8917,52.59,Small,Lower,doc
8918,695.35,Small,Mid,excel
8919,795.34,Small,Mid,pdf
8920,3030573.46,Large,Mid,excel
8921,976.89,Small,Mid,excel
8922,5293.81,Medium,Lower,excel
8923,28469.02,Medium,Mid,excel
8924,811.30,Small,Mid,pdf
8925,92.44,Small,Lower,doc
8926,16279.87,Medium,Mid,pdf
8927,402.74,Small,Lower,pdf
8928,174.70,Small,Lower,pdf
8929,756160.10,Large,Lower,pdf
8930,92.41,Small,Lower,msg
8931,875.11,Small,Mid,pdf
8932,717.70,Small,Mid,pdf
8933,9364.86,Medium,Lower,excel
8934,820.70,Small,Mid,pdf
8935,828.08,Small,Mid,excel
8936,133.05,Small,Lower,pdf
8937,774.87,Small,Mid,excel
8938,225.01,Small,Lower,pdf
8939,297.91,Small,Lower,excel
8940,951.99,Small,Mid,pdf
8941,20199.94,Medium,Mid,excel
8942,25859.06,Medium,Mid,excel
8943,472.45,Small,Lower,pdf
8944,7669.23,Medium,Lower,pdf
8945,910.29,Small,Mid,pdf
8946,28517.74,Medium,Mid,excel
8947,488.49,Small,Lower,excel
8948,218.14,Small,Lower,excel
8949,953.97,Small,Mid,pdf
8950,4365.69,Medium,Lower,pdf
8951,42.25,Small,Lower,doc
8952,259.49,Small,Lower,excel
8953,666.69,Small,Mid,pdf
8954,866.92,Small,Mid,pdf
8955,13094.35,Medium,Lower,pdf
8956,192.08,Small,Lower,pdf
8957,45.08,Small,Lower,doc
8958,17427.92,Medium,Mid,pdf
8959,3.39,Small,Lower,msg
8960,853.78,Small,Mid,excel
8961,515.83,Small,Mid,pdf
8962,107.65,Small,Lower,excel
8963,202559.96,Large,Lower,pdf
8964,497.16,Small,Lower,excel
8965,786.54,Small,Mid,excel
8966,512.96,Small,Mid,excel
8967,4356798.40,Large,Mid,pdf
8968,797.82,Small,Mid,excel
8969,25427.94,Medium,Mid,pdf
8970,13403.65,Medium,Lower,pdf
8971,16854.02,Medium,Mid,pdf
8972,19398.95,Medium,Mid,pdf
8973,4822670.14,Large,Mid,excel
8974,677.75,Small,Mid,excel
8975,20748.79,Medium,Mid,pdf
8976,557.06,Small,Mid,excel
8977,3006.40,Medium,Lower,excel
8978,24765.18,Medium,Mid,pdf
8979,4836589.62,Large,Mid,pdf
8980,316.22,Small,Lower,excel
8981,16537.41,Medium,Mid,pdf
8982,3325747.84,Large,Mid,pdf
8983,81.49,Small,Lower,msg
8984,21329.43,Medium,Mid,excel
8985,782.73,Small,Mid,pdf
8986,3267006.74,Large,Mid,pdf
8987,392.31,Small,Lower,excel
8988,542.95,Small,Mid,excel
8989,1141357.91,Large,Lower,excel
8990,1347097.44,Large,Lower,excel
8991,20695.72,Medium,Mid,excel
8992,27.01,Small,Lower,doc
8993,859.17,Small,Mid,excel
8994,15655.07,Medium,Mid,pdf
8995,883.25,Small,Mid,excel
8996,73.77,Small,Lower,doc
8997,25573.48,Medium,Mid,excel
8998,669.26,Small,Mid,pdf
8999,29050.25,Medium,Mid,pdf
9000,113.94,Small,Lower,pdf
9001,23220.75,Medium,Mid,excel
9002,4473710.67,Large,Mid,excel
9003,28967.95,Medium,Mid,excel
9004,891.73,Small,Mid,excel
9005,259.21,Small,Lower,pdf
9006,700.63,Small,Mid,pdf
9007,986.89,Small,Mid,pdf
9008,25400.66,Medium,Mid,excel
9009,17325.34,Medium,Mid,pdf
9010,2082821.59,Large,Lower,pdf
9011,25741.10,Medium,Mid,pdf
9012,703.45,Small,Mid,pdf
9013,27709.06,Medium,Mid,excel
9014,47.48,Small,Lower,msg
9015,19017.38,Medium,Mid,excel
9016,25728.67,Medium,Mid,excel
9017,117.23,Small,Lower,excel
9018,9079.93,Medium,Lower,excel
9019,363.77,Small,Lower,pdf
9020,29313.05,Medium,Mid,excel
9021,7.18,Small,Lower,msg
9022,1556.16,Medium,Lower,pdf
9023,8823.99,Medium,Lower,excel
9024,486.37,Small,Lower,pdf
9025,630.73,Small,Mid,pdf
9026,9604.66,Medium,Lower,pdf
9027,929.23,Small,Mid,excel
9028,7.96,Small,Lower,msg
9029,918.16,Small,Mid,pdf
9030,350.73,Small,Lower,excel
9031,846.55,Small,Mid,excel
9032,46.45,Small,Lower,doc
9033,1275586.02,Large,Lower,excel
9034,939.81,Small,Mid,excel
9035,971.91,Small,Mid,excel
9036,849.13,Small,Mid,pdf
9037,2178.45,Medium,Lower,excel
9038,18128.87,Medium,Mid,excel
9039,697.18,Small,Mid,excel
9040,786.67,Small,Mid,pdf
9041,721.11,Small,Mid,excel
9042,562.59,Small,Mid,excel
9043,2424.23,Medium,Lower,pdf
9044,485.68,Small,Lower,pdf
9045,509.52,Small,Mid,excel
9046,991.92,Small,Mid,excel
9047,1242006.63,Large,Lower,pdf
9048,10176.65,Medium,Lower,pdf
9049,538.68,Small,Mid,pdf
9050,21424.39,Medium,Mid,excel
9051,916.44,Small,Mid,pdf
9052,15263.34,Medium,Lower,pdf
9053,7101.15,Medium,Lower,pdf
9054,428.96,Small,Lower,pdf
9055,1008619.19,Large,Lower,pdf
9056,24914.57,Medium,Mid,excel
9057,889.78,Small,Mid,excel
9058,10805.50,Medium,Lower,excel
9059,178.41,Small,Lower,pdf
9060,25391.50,Medium,Mid,excel
9061,962.78,Small,Mid,excel
